,ISBN,book_id,title,author,publisher,year,language
9354,0440241006,58365,Persuader - A Jack Reacher Novel,['Lee Child'],Dell Publishing Company,2003,en
9355,0373711263,58398,No Ordinary Child,['Darlene Graham'],Harlequin Books,2003,en
9356,0446323527,58430,A Taste For Death,['P. D. James'],Warner Books (NY),1987,en
9357,0894801406,58431,The Official Preppy Handbook,['Lisa Birnbach'],Workman Publishing,1980,en
9358,0345347226,58462,Bitter Medicine,['Sara Paretsky'],,1988,en
9359,0553102338,58491,Walking To Mercury,['Starhawk'],Bantam,1997,en
9360,0446608165,58492,A Walk Through The Fire,['Marcia Muller'],Grand Central Publishing,2000,en
9361,0670910236,58495,Priestess Of Avalon,"['Marion Zimmer Bradley', 'Diana L. Paxson']",Viking Adult,2001,en
9362,0440226015,58530,More Than A Mistress,['Mary Balogh'],Dell,2001,en
9363,0373483554,58540,Lilah And Suzanna,['Nora Roberts'],Silhouette,1998,en
9365,0515118397,58545,Stardust Of Yesterday,['Lynn Kurland'],Berkley,1996,en
9366,067173783X,58553,The Lion's Lady,['Julie Garwood'],Pocket Books,1991,en
9367,0316288292,58595,The Day After Tomorrow - A Novel,['Allan Folsom'],Little Brown,1994,en
9368,0486290301,58612,The Metamorphosis And Other Stories,"['Franz Kafka', 'Stanley Appelbaum']",Courier Corporation,1996,en
9370,3499227339,58661,Olympisches Feuer - Roman,['Liza Marklund'],,2001,de
9371,3442726247,58735,Der zweite Mord - Roman,['Helene Tursten'],,2001,de
9372,0312956738,58769,Knots And Crosses - An Inspector Rebus Novel,['Ian Rankin'],Macmillan,1995,en
9373,0440977096,58792,The Secret Garden,['Frances Hodgson Burnett'],Laurel Leaf,1989,en
9374,0671041622,58793,The Power Of Three,['Constance M. Burge'],Pocket,1999,en
9375,0515090204,58820,The Berets,['W.E.B. Griffin'],National Geographic Books,1986,en
9376,0345435729,58842,Morgawr,['Terry Brooks'],"Random House Digital, Inc.",2002,en
9377,0312316933,58852,The Red Hat Club,['Haywood Smith'],Macmillan,2003,en
9378,1576734749,58899,Stories For A Woman's Heart - Over 100 Stories To Encourage Her Soul,[''],Multnomah,1999,en
9379,0451523350,58921,Crime And Punishment,['Fyodor Dostoyevsky'],,1980,en
9381,0345436822,58961,Meeting Luciano - A Novel,['Anna Esaki-Smith'],,2000,en
9382,0671884271,58967,Black Betty,['Walter Mosley'],,1995,en
9383,042513329X,58976,The Seventh Commandment,['Lawrence Sanders'],Berkley,1992,en
9384,0452281032,59089,The Mammy,"[""Brendan O'Carroll""]",Plume,1994,en
9385,0679728872,59091,A Lost Lady,['Willa Cather'],"Random House Digital, Inc.",1990,en
9386,0451190157,59093,The Legacy,['Stephen Frey'],Onyx Books,1999,en
9387,1573229334,59101,Losing Gemma,['Katy Gardner'],Penguin,2002,en
9388,0553574027,59117,Antarctica - A Novel,['Kim Stanley Robinson'],Bantam,1999,en
9389,0743435338,59143,Diplomatic Immunity,['Lois McMaster Bujold'],Baen Books,2002,en
9390,0312044194,59156,September,['Rosamunde Pilcher'],,1990,en
9391,0312957572,59160,The Seventh Scroll,['Wilbur Smith'],Macmillan,1995,en
9393,1551667908,59186,The Carriage House,['Carla Neggers'],MIRA,2001,en
9394,0553581406,59190,A Clue For The Puzzle Lady,['Parnell Hall'],Bantam,2000,en
9395,0451205774,59191,Stranger In Paradise,['Eileen Goudge'],ROC Hardcover,2002,en
9396,006103102X,59225,Murder Boogies With Elvis - A Southern Sisters Mystery,['Anne George'],Avon,2002,en
9397,0553104136,59238,In A Class By Itself,['Sandra Brown'],Bantam,1999,en
9398,0440241057,59246,Slightly Wicked,['Mary Balogh'],Dell,2003,en
9399,0743437128,59255,Wild Orchids,['Jude Deveraux'],Beyond Words/Atria Books,2003,en
9400,0060507365,59265,When Strangers Marry,['Lisa Kleypas'],Avon,2002,en
9401,0375758623,59274,The Piano Shop On The Left Bank - Discovering A Forgotten Passion In A Paris Atelier,['Thad Carhart'],Random House Trade Paperbacks,2002,en
9402,0440209633,59283,One Wore Blue,['Heather Graham'],Dell,1991,en
9405,0399144331,59390,Trouble In Paradise,['Robert B. Parker'],Putnam Publishing Group,1998,en
9406,0375706135,59403,One For The Road - An Outback Adventure,['Tony Horwitz'],Vintage,1999,en
9407,068484611X,59444,Tearing The Silence - On Being German In America,['Ursula Hegi'],Touchstone,1998,en
9408,0446519650,59450,You Just Don't Duct Tape A Baby - True Tales And Sensible Suggestions From A Veteran Pediatrician,"['Norman Weinberger', 'Alison Pohn']",Grand Central Pub,1997,en
9409,0449908186,59451,"Italian Neighbors, Or, A Lapsed Anglo-Saxon In Verona",['Tim Parks'],Ballantine Books,1993,en
9411,0553802747,59464,Hot Ice,['Nora Roberts'],Bantam,2002,en
9412,0345434250,59480,Nimisha's Ship,['Anne McCaffrey'],Del Rey Books,2000,en
9413,0886775027,59482,Blood Trail,['Tanya Huff'],"D A W Books, Incorporated",1992,en
9414,0886774713,59483,Blood Price,['Tanya Huff'],"D A W Books, Incorporated",1991,en
9416,068483751X,59516,An Actual Life,['Abigail Thomas'],Simon and Schuster,1997,en
9417,0380773775,59543,Angels Among Us,['Don Fearheiley'],Avon,1993,en
9418,0345327225,59560,"Mister God, This Is Anna - The True Story Of A Very Special Friendship",['Fynn'],National Geographic Books,1985,en
9419,0743444469,59566,Letters For Emily - A Novel,"['Camron Wright', 'Camron Steve Wright']",Beyond Words/Atria Books,2001,en
9421,0684848961,59589,Chocolate For A Woman's Heart - 77 Stories Of Love Kindness And Compassion To Nourish Your Soul And Sweeten Yo,['Kay Allenbaugh'],Touchstone,1998,en
9422,037387216X,59611,Promise Forever,['Marta Perry'],Steeple Hill,2003,en
9423,0373872127,59616,The Courage To Dream,['Margaret Daley'],Steeple Hill,2003,en
9424,0156027607,59637,Solaris,['Stanisław Lem'],Houghton Mifflin Harcourt,2002,en
9425,0380793261,59647,Yankee Doodle Dead,['Carolyn Hart'],Avon,1999,en
9426,0380802279,59648,Estate Of Mind,['Tamar Myers'],Avon,1999,en
9428,0071379444,59669,Dealing With People You Can't Stand: How To Bring Out The Best In People At Their Worst,"['Dr. Rick Brinkman', 'Dr. Rick Kirschner']",McGraw Hill Professional,2002,en
9429,0671013793,59676,Della's Web - A True Story Of Marriage And Murder,['Aphrodite Jones'],Simon and Schuster,1998,en
9430,0380763990,59698,Farewell To Yarns,['Jill Churchill'],Avon,1991,en
9431,0394755596,59707,Anywhere But Here,['Mona Simpson'],Vintage,1988,en
9432,0440215439,59709,Covenant With The Vampire,['Jeanne Kalogridis'],Dell,1995,en
9433,0525935878,59786,Mitigating Circumstances,['Nancy Taylor Rosenberg'],"New York, N.Y., U.S.A. : Dutton",1993,en
9434,039914496X,59789,Certain Prey,['John Sandford'],Putnam Adult,1999,en
9435,0385311109,59790,Promises,['Belva Plain'],Delacorte Press,1996,en
9436,0060159790,59794,Shining Through,['Susan Isaacs'],HarperCollins Publishers,1988,en
9437,0385182449,59798,Pet Sematary,['Stephen King'],,1983,en
9438,0679425241,59818,Dark Rivers Of The Heart - A Novel,['Dean Ray Koontz'],Alfred A. Knopf,1994,en
9441,0747255504,59867,Giving Up On Ordinary,['Isla Dewar'],Headline Review,1998,en
9442,0743457536,59915,I Do (But I Don't),['Cara Lockwood'],Gallery Books,2003,en
9443,1558744290,59916,Chicken Soup For The Woman's Soul - 101 Stories To Open The Hearts And Rekindle The Spirits Of Women,['Jack Canfield'],,1996,en
9445,0440222699,59939,Children Of The Vampire,['Jeanne Kalogridis'],Dell,1996,en
9447,0451127897,59962,The Stand,['Stephen King'],Signet,1980,en
9448,0451178017,59965,Over The Edge,['Jonathan Kellerman'],Penguin,1988,en
9449,0061008737,59978,The House Next Door,['Anne Rivers Siddons'],HarperTorch,1995,en
9450,0684869241,59994,The Burning Times - A Novel,['Jeanne Kalogridis'],Simon and Schuster,2002,en
9451,0060393203,59999,Getting Over It - A Novel,['Anna Maxted'],William Morrow,2000,en
9452,0743403436,60007,Enemy Within,['Robert Tanenbaum'],Pocket Star Books,2002,en
9453,0061092827,60008,Shades Of Grace,['Barbara Delinsky'],Harper Collins,1996,en
9454,0449000613,60014,Rose Cottage,['Mary Stewart'],Ivy Books,1998,en
9455,0451173406,60037,Suspicion Of Innocence,['Barbara Parker'],Signet Book,1994,en
9456,0060572965,60041,Dead Witch Walking,['Kim Harrison'],Harper Collins,2004,en
9457,0316926345,60046,Brideshead Revisited,['Evelyn Waugh'],Back Bay Books,1982,en
9458,0061092886,60060,The Fallen Man,['Tony Hillerman'],Harper Collins,1997,en
9460,0765300346,60067,War For The Oaks - A Novel,['Emma Bull'],Macmillan,2001,en
9461,0440213460,60080,The Silver Kiss,['Annette Curtis Klause'],Laurel Leaf,1992,en
9462,0804113874,60102,Vanishing Act,['Thomas Perry'],Fawcett,1996,en
9463,0553563149,60111,The Brothers K,['David James Duncan'],,1993,en
9464,0425189872,60119,Shore Lights,['Barbara Bretton'],Penguin Group,2003,en
9465,0553582895,60120,Dark Rivers Of The Heart,['Dean Ray Koontz'],Bantam,1994,en
9466,0307021106,60137,The Saggy Baggy Elephant,"['Golden Books', 'Byron Jackson']",Golden Books,1999,en
9468,1590521986,60250,Sisterchicks On The Loose,['Robin Jones Gunn'],Multnomah,2003,en
9469,0671644459,60281,The Awakening,['Jude Deveraux'],"New York : Pocket Books ; Markham, Ont. : Distributed in Canada by PaperJacks",1988,en
9471,0345350588,60346,Source Of Magic,['Piers Anthony'],National Geographic Books,1987,en
9472,0743457935,60436,Late Bloomer,['Fern Michaels'],Pocket Books,2004,en
9473,0671023225,60463,The Einstein Papers,['Craig Dirgo'],,2000,en
9474,0671872656,60485,The Return,['Christopher Pike'],Simon Pulse,1994,en
9475,0618129081,60559,The Two Towers - Being The Second Part Of The Lord Of The Rings,['John Ronald Reuel Tolkien'],Mariner Books,2001,en
9477,0307010368,60662,Walt Disney's Snow White And The Seven Dwarfs,['Walt Disney Productions'],Golden Books,1984,en
9480,0590997289,60741,The Alien,['K. A. Applegate'],Apple,1997,en
9482,0440932599,60812,Deenie,['Judy Blume'],Laurel Leaf,1974,en
9483,0142300497,60843,Island Of The Aunts,['Eva Ibbotson'],Puffin Books,2001,en
9484,0312311818,60989,"Winner Of The National Book Award - A Novel Of Fame, Honor, And Really Bad Weather",['Jincy Willett'],Thomas Dunne Books,2003,en
9486,0441005136,61020,Top Dog,['Jerry Jay Carroll'],,1998,en
9487,0142001619,61027,Salt - A World History,['Mark Kurlansky'],National Geographic Books,2003,en
9488,0439997119,61040,The Tin Princess,['Philip Pullman'],,1994,en
9489,0099288559,61048,"Welcome To The World, Baby Girl!",['Fannie Flagg'],Random House,1999,en
9490,067179938X,61072,Son Of The Morning,['Linda Howard'],Pocket Books,1997,en
9491,0505524686,61075,Midnight Embrace,['Amanda Ashley'],Love Spell,2002,en
9492,0920668364,61158,Love You Forever,['Robert N. Munsch'],"Scarborough, Ont. : Firefly Books",1986,en
9493,0812574737,61227,The Dastard,['Piers Anthony'],Tor Fantasy,2001,en
9495,0671640771,61303,Wired - The Short Life & Fast Times Of John Belushi,['Bob Woodward'],,1984,en
9496,0679821481,61343,Six By Seuss,['Dr. Seuss'],Random House Books for Young Readers,1991,en
9497,037322639X,61368,Another Woman's Baby,['Joanna Wayne'],Harlequin Books,2002,en
9498,0684810794,61399,The Bible Code,['Michael Drosnin'],,1997,en
9499,1560252758,61433,The Gangs Of New York - An Informal History Of The Underworld,[''],Basic Books,1990,en
9500,0425192938,61449,Pattern Recognition,['William Gibson'],Penguin,2004,en
9501,0140150749,61464,The Portable Dorothy Parker,['Dorothy Parker'],Penguin Group,1976,en
9502,0802139892,61494,Wish You Were Here,"[""Stewart O'Nan""]",Grove Press,2002,en
9503,0671496786,61500,Heartburn,['Nora Ephron'],"New York : Pocket Books ; Markham, Ont. : Distributed in Canada by PaperJacks, 1984 c1983.",1984,en
9504,0380709589,61515,Dear Mr. Henshaw,['Beverly Cleary'],HarperCollins,2000,en
9505,0689711816,61557,From The Mixed-Up Files Of Mrs. Basil E. Frankweiler,['E.L. Konigsburg'],Atheneum Books for Young Readers,1998,en
9506,0385720483,61599,A Recipe For Bees - A Novel,['Gail Anderson-Dargatz'],Anchor,2001,en
9507,0811807843,61601,"Drinking, Smoking And Screwing - Great Writers On Good Times",['Sara Nickles'],Chronicle Books,1994,en
9508,0880299053,61616,The Phantom Of The Opera,['Gaston Leroux'],Dorset Press,1993,en
9509,1566190274,61618,War And Peace,['graf Leo Tolstoy'],,1993,en
9510,0373291639,61625,The Wedding Wager,['Deborah Hale'],Harlequin,2001,en
9511,0446527750,61657,"The Bodyguard's Story - Diana, The Crash, And The Sole Survivor",['Trevor Rees-Jones'],Grand Central Publishing,2000,en
9512,0060915153,61691,Why Do Clocks Run Clockwise? And Other Imponderables - Mysteries Of Everyday Life Explained,['David Feldman'],Perennial,1988,en
9513,0804112835,61717,"A Sudden, Fearful Death",['Anne Perry'],"Random House Digital, Inc.",1994,en
9514,0140158502,61729,The Cornish Trilogy,['Robertson Davies'],,1992,en
9515,0684852217,61738,Close Range - Wyoming Stories,['Annie Proulx'],Simon and Schuster,1999,en
9516,0061031011,61813,Have A Nice Day - A Tale Of Blood And Sweatsocks,"['Mick Foley', 'Mankind', 'WWF']",HarperEntertainment,2000,en
9517,0671729497,61828,Web Of Dreams,['V.C. Andrews'],Pocket Books,1990,en
9518,0765301571,61830,Dune: The Butlerian Jihad,"['Brian Herbert', 'Kevin J. Anderson']",Macmillan,2002,en
9519,0064472809,61836,"The Princess Diaries, Volume III: Princess In Love",['Meg Cabot'],Harper Collins,2003,en
9520,185326024X,61838,David Copperfield,['Charles Dickens'],Wordsworth Editions,1992,en
9521,0842332308,61847,The Remnant - On The Brink Of Armageddon,"['Tim LaHaye', 'Jerry B. Jenkins']","Tyndale House Publishers, Inc.",2003,en
9522,0061097934,61860,A God In Ruins,['Leon Uris'],Avon,2000,en
9523,0312276885,61882,The Sigma Protocol,['Robert Ludlum'],St Martins Press,2001,en
9525,067187120X,61940,"See, I Told You So",['Rush H. Limbaugh'],Beyond Words/Atria Books,1993,en
9526,0590406191,62087,The Trumpet Of The Swan,['Elwyn Brooks White'],,1970,en
9527,0446306061,62151,The Skull Beneath The Skin,['P. D. James'],Warner Books (NY),1983,en
9528,0380751399,62218,Taking The Fifth,['J. A. Jance'],Harper Collins,1987,en
9529,0449223507,62220,The Hyde Park Headsman,['Anne Perry'],Fawcett,1994,en
9530,0399149775,62259,Back Story,['Robert B. Parker'],Putnam Adult,2003,en
9531,0151686564,62324,Old Possum's Book Of Practical Cats,['Thomas Stearns Eliot'],Houghton Mifflin Harcourt,1982,en
9532,0066210232,62337,A Theory Of Relativity,['Jacquelyn Mitchard'],Harper,2001,en
9534,0312876491,62371,The Little Country,['Charles de Lint'],Macmillan,2001,en
9535,0553381350,62380,The Right Stuff,['Tom Wolfe'],Bantam,1979,en
9536,0752801686,62401,Career Girls,['Louise Bagshawe'],Orion Books,1995,en
9537,0316926086,62409,The Loved One,['Evelyn Waugh'],Back Bay Books,1977,en
9538,0440132789,62412,Evergreen - A Novel,['Belva Plain'],Dell,1987,en
9539,0553575090,62417,Deception On His Mind,['Elizabeth George'],Bantam,1998,en
9540,0515135828,62452,Acid Row,['Minette Walters'],Jove Books,2003,en
9542,0140327592,62574,Matilda,['Roald Dahl'],Viking Penguin,1989,en
9543,1580620477,62582,Small Miracles Ii,['Yitta Halberstam'],Adams Media,2002,en
9544,0310235138,62589,Time Out For Mom -- Ahhh Moments,"['Cynthia W. Sumner', 'Mary Beth Lagerborg']",Zondervan Publishing Company,2000,en
9545,0140103805,62598,WLT - A Radio Romance,['Garrison Keillor'],Penguin Group,1992,en
9546,031286860X,62608,Ender's Shadow,['Orson Scott Card'],Tor Books,1999,en
9547,3596130735,62609,Der Drachenbeinthron - Roman,['Tad Williams'],,1996,de
9548,0440226686,62647,Blood And Chocolate,['Annette Curtis Klause'],Laurel Leaf,1999,en
9553,0451184262,62796,The Burglar Who Traded Ted Williams - A Bernie Rhodenbarr Mystery,['Lawrence Block'],Onyx Books,1995,en
9554,0836217357,62836,The Days Are Just Packed,['Bill Watterson'],Andrews McMeel Publishing,1993,en
9555,2277302228,62874,Nazis dans le métro,['Didier Daeninckx'],J'ai Lu,1998,fr
9556,0679417648,62882,Advanced French for Exceptional Cats,"['Henri De La Barbe', 'Henry Beard']",Villard Books,1992,fr
9559,0140112952,62889,Riding The Iron Rooster - By Train Through China,['Paul Theroux'],Penguin,2011,en
9560,184195425X,62892,Life Of Pi - A Novel,['Yann Martel'],Canongate Books Limited,2003,en
9561,0553213008,62905,A Midsummer Night's Dream,['William Shakespeare'],Bantam Classics,1988,en
9562,0553213059,62906,Romeo And Juliet,['William Shakespeare'],Bantam Classics,1988,en
9563,0385419287,62948,The 776 Stupidest Things Ever Said,"['Ross Petras', 'Kathryn Petras']",Main Street Books,1993,en
9565,0448089033,63006,Hardy Boys 03: The Secret Of The Old Mill,['Franklin W. Dixon'],Grosset & Dunlap,1990,en
9566,0553212788,63027,The Prince,['Niccolo Machiavelli'],Bantam Classics,2003,en
9567,0380710404,63054,The Secret Of The Indian,['Lynne Reid Banks'],Harper Collins,1990,en
9568,0446342688,63061,No One Here Gets Out Alive,"['Jerry Hopkins', 'Daniel Sugerman', 'Danny Sugerman']",Grand Central Publishing,1981,en
9570,0679435328,63068,The Angel Of Darkness,['Caleb Carr'],Random House (NY),1997,en
9571,0765343436,63074,Daughter Of The Forest,['Juliet Marillier'],Macmillan,2002,en
9573,0440214920,63082,Drawing Blood - A Novel,['Poppy Brite'],Dell,1994,en
9574,0151003076,63107,The Curious Sofa,['Edward Gorey'],Houghton Mifflin Harcourt,1997,en
9575,0553212710,63124,Dracula,['Bram Stoker'],Bantam Classics,1983,en
9577,0451458443,63179,Grave Peril,['Jim Butcher'],Penguin,2001,en
9579,0938077007,63228,Being Peace,['Nhất Hạnh (Thích.)'],,1987,en
9580,0553580000,63231,The Tin Man,['Dale Brown'],Bantam,1999,en
9581,0140714146,63240,King Lear,['William Shakespeare'],Penguin Classics,1970,en
9582,0425162486,63243,Small Vices,['Robert B. Parker'],G.P. Putnam's Sons,1998,en
9583,0385473788,63244,The Diary Of A Young Girl - The Definitive Edition,['Anne Frank'],Doubleday Books,1995,en
9584,0670030457,63258,The Grave Maurice - A Richard Jury Mystery,['Martha Grimes'],Viking Adult,2002,en
9585,0312989709,63294,Liberty - A Jake Grafton Novel,['Stephen Coonts'],St. Martin's Paperbacks,2004,en
9586,3442723809,63297,Das grobmaschige Netz - Roman,"['Håkan Nesser', 'Gabriele Haefs']",,1999,de
9587,0889740224,63310,Daughters Of Copper Woman,['Anne Cameron'],Press Gang,1981,en
9588,0380791412,63360,"Annie's Baby - The Diary Of Anonymous, A Pregnant Teenager",['Beatrice Sparks'],HarperTeen,1998,en
9589,8472230082,63375,Relato de un náufrago,['Gabriel García Márquez'],"Tusquets Editores, S.A.",1979,es
9590,0440223989,63396,Sunset Limited,['James Lee Burke'],Island Books,1999,en
9591,2253144452,63409,Livres hebdo,[''],,1998,fr
9592,2070382753,63449,Le zèbre,['Alexandre Jardin'],Editions Gallimard,1990,fr
9593,0486266850,63534,The Raven And Other Favorite Poems,['Edgar Allan Poe'],Courier Corporation,1991,en
9594,1853260029,63539,Alice In Wonderland,['Lewis Carroll'],Wordsworth Editions,1992,en
9595,1853260800,63548,The Thirty-Nine Steps,['John Buchan'],Wordsworth Editions,1993,en
9596,0451165209,63554,The Richest Man In Babylon,['George Samuel Clason'],Signet Book,1988,en
9597,0393050297,63610,Stranger Beside Me - Ted Bundy The Classic Story Of Seduction And Mystery,['Ann Rule'],W. W. Norton & Company,2000,en
